,강수량(mm),winloss_home,winloss_away,winrate_home,winrate_away,date,holiday_x,temp_x,adjusted_spec,day_sin,day_cos,두산,SSG,키움,LG,KIA,한화,롯데,삼성,NC,KT,weather_x_맑음,weather_x_구름조금,weather_x_구름많음,weather_x_흐림,weather_x_비,stadium_x_광주-기아 챔피언스 필드,stadium_x_대구 삼성 라이온즈 파크,stadium_x_대전 한화생명 이글스파크,stadium_x_부산 사직 야구장,stadium_x_서울 잠실 야구장,stadium_x_서울고척스카이돔,stadium_x_수원케이티위즈파크,stadium_x_인천SSG 랜더스필드,stadium_x_창원NC파크,stadium_x_마산,stadium_x_울산문수야구장,stadium_x_청주야구장,stadium_x_포항야구장
0,0.0,0,0,1.0,1.0,2024-03-23,1,18.0,0.95,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,7.1,0,0,1.0,1.0,2024-03-23,1,16.1,1.0,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2.4,0,0,1.0,1.0,2024-03-23,1,22.0,0.8132272727272727,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0.0,0,0,1.0,1.0,2024-03-23,1,18.8,0.935,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0.0,0,0,1.0,1.0,2024-03-23,1,23.5,1.0,-0.7818314824680299,0.6234898018587334,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0,1,-1,1.0,0.0,2024-03-24,1,23.0,0.95,-2.4492935982947064e-16,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,8.9,1,-1,1.0,0.0,2024-03-24,1,21.5,1.0,-2.4492935982947064e-16,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,2.2,1,-1,1.0,0.0,2024-03-24,1,13.7,0.6615909090909091,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0.0,-1,1,0.0,1.0,2024-03-24,1,22.5,0.935,-2.4492935982947064e-16,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,2.0,2,0,1.0,0.5,2024-03-26,0,11.1,0.458304347826087,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,23.0,1,-2,1.0,0.0,2024-03-26,0,12.2,0.3574634146341463,0.9749279121818236,-0.22252093395631434,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,15.7,-2,0,0.0,0.5,2024-03-26,0,11.1,0.2189,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12,12.0,0,2,0.5,1.0,2024-03-26,0,12.0,0.56916,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13,12.8,0,-1,0.5,0.0,2024-03-26,0,12.2,0.12904545454545455,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14,4.8,1,1,0.667,0.667,2024-03-27,0,13.6,0.47847826086956524,0.43388373911755823,-0.900968867902419,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,0.0,2,-3,1.0,0.0,2024-03-27,0,16.0,0.4230243902439024,0.43388373911755823,-0.900968867902419,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,0.0,-3,1,0.0,0.667,2024-03-27,0,16.2,0.26355,0.43388373911755823,-0.900968867902419,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,0.0,1,1,0.667,0.667,2024-03-27,0,16.0,0.72164,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,0.0,1,-2,0.667,0.0,2024-03-27,0,15.6,0.1673181818181818,0.43388373911755823,-0.900968867902419,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,6.1,0,2,0.5,0.75,2024-03-28,0,13.0,0.5110869565217391,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,2.2,-4,2,0.0,0.75,2024-03-28,0,11.5,0.2152,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
21,2.0,1,1,0.667,0.667,2024-03-28,0,12.0,0.5368,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,1.0,1,3,0.6,1.0,2024-03-29,0,12.0,0.95,-0.9749279121818236,-0.2225209339563146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23,0.2,3,-3,0.8,0.2,2024-03-29,0,13.8,0.9230769230769231,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,1.4,-3,2,0.0,0.75,2024-03-29,0,12.3,0.4979411764705882,-0.9749279121818236,-0.2225209339563146,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,0.0,-4,2,0.0,0.75,2024-03-29,0,16.5,0.9171914893617021,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,0.0,0,-1,0.5,0.4,2024-03-29,0,20.1,0.8949583333333333,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,0.0,0,4,0.5,1.0,2024-03-30,1,16.0,0.95,-0.7818314824680299,0.6234898018587334,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,0.0,4,-4,0.833,0.167,2024-03-30,1,16.5,0.9230769230769231,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,0.0,-4,3,0.0,0.8,2024-03-30,1,15.6,0.7918823529411765,-0.7818314824680299,0.6234898018587334,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,0.0,-3,1,0.2,0.6,2024-03-30,1,17.6,0.9682553191489361,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,1.3,-1,0,0.4,0.5,2024-03-30,1,18.8,1.0,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,0.0,1,3,0.571,0.8,2024-03-31,1,18.0,0.95,-2.4492935982947064e-16,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,0.0,5,-5,0.857,0.143,2024-03-31,1,18.8,0.9230769230769231,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,0.0,-3,2,0.2,0.667,2024-03-31,1,17.7,0.6954117647058824,-2.4492935982947064e-16,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,0.0,-4,2,0.167,0.667,2024-03-31,1,17.5,0.9182127659574468,-2.4492935982947064e-16,1.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,0.0,-2,1,0.333,0.571,2024-03-31,1,19.9,0.9535833333333333,-2.4492935982947064e-16,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,0.0,-6,4,0.125,0.833,2024-04-02,0,23.3,0.4841,0.9749279121818236,-0.22252093395631434,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0.0,6,-5,0.875,0.143,2024-04-02,0,26.1,0.9230769230769231,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,0.0,1,3,0.571,0.714,2024-04-02,0,24.0,0.4738,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,0.0,2,0,0.625,0.5,2024-04-02,0,19.6,0.5382173913043479,0.9749279121818236,-0.22252093395631434,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,2.9,-3,-2,0.286,0.333,2024-04-02,0,24.6,0.355875,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,8.5,-5,3,0.222,0.714,2024-04-03,0,16.3,0.4025,0.43388373911755823,-0.900968867902419,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,0.0,0,4,0.5,0.75,2024-04-03,0,20.0,0.40956,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,0.0,3,-1,0.667,0.444,2024-04-03,0,19.0,0.5273043478260869,0.43388373911755823,-0.900968867902419,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,0.0,-6,4,0.2,0.75,2024-04-04,0,19.2,0.5361,-0.433883739117558,-0.9009688679024191,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0.0,5,-4,0.778,0.25,2024-04-04,0,16.9,0.9230769230769231,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,0.0,1,3,0.556,0.667,2024-04-04,0,20.3,0.45624,-0.433883739117558,-0.9009688679024191,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,0.0,4,-2,0.7,0.4,2024-04-04,0,20.4,0.6195217391304347,-0.433883739117558,-0.9009688679024191,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,0.0,-4,-1,0.25,0.429,2024-04-04,0,15.7,0.341375,-0.433883739117558,-0.9009688679024191,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,0.0,0,6,0.5,0.8,2024-04-05,0,18.8,0.9411764705882353,-0.9749279121818236,-0.2225209339563146,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,0.0,2,-7,0.6,0.182,2024-04-05,0,18.8,0.55272,-0.9749279121818236,-0.2225209339563146,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,0.0,-5,-3,0.222,0.364,2024-04-05,0,17.8,0.522936170212766,-0.9749279121818236,-0.2225209339563146,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,0.0,2,5,0.6,0.727,2024-04-05,0,18.7,0.24781818181818183,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,0.0,5,-5,0.778,0.222,2024-04-05,0,20.2,0.6942926829268292,-0.9749279121818236,-0.2225209339563146,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0,1,5,0.556,0.727,2024-04-06,1,18.9,0.9411764705882353,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,0.0,1,-6,0.545,0.25,2024-04-06,1,18.9,0.87296,-0.7818314824680299,0.6234898018587334,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,0.0,-6,-2,0.2,0.417,2024-04-06,1,20.2,0.8173617021276596,-0.7818314824680299,0.6234898018587334,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,0.0,3,4,0.636,0.667,2024-04-06,1,20.1,0.5029090909090909,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59,0.0,6,-6,0.8,0.2,2024-04-06,1,20.1,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,0.0,2,4,0.6,0.667,2024-04-07,1,23.4,0.9411764705882353,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61,0.0,2,-7,0.583,0.231,2024-04-07,1,23.4,0.76996,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,0.0,-5,-3,0.273,0.385,2024-04-07,1,21.8,0.7129787234042553,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,0.0,4,3,0.667,0.615,2024-04-07,1,23.8,0.4027727272727273,-2.4492935982947064e-16,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64,0.0,5,-5,0.727,0.273,2024-04-07,1,24.9,1.0,-2.4492935982947064e-16,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,0.0,-4,3,0.357,0.615,2024-04-09,0,20.8,0.94392,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,0.0,5,-8,0.692,0.214,2024-04-09,0,18.9,0.22354545454545455,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67,0.0,4,3,0.667,0.615,2024-04-09,0,23.4,0.5764390243902439,0.9749279121818236,-0.22252093395631434,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,0.0,-4,-4,0.333,0.333,2024-04-09,0,19.0,0.641531914893617,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,0.0,2,3,0.571,0.636,2024-04-09,0,20.1,0.4116521739130435,0.9749279121818236,-0.22252093395631434,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,0.0,-3,2,0.4,0.571,2024-04-10,0,18.5,0.95,0.43388373911755823,-0.900968867902419,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,0.0,4,-7,0.643,0.267,2024-04-10,0,18.6,0.44977272727272727,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72,0.0,5,2,0.692,0.571,2024-04-10,0,21.4,1.0,0.43388373911755823,-0.900968867902419,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,0.0,-5,-3,0.308,0.385,2024-04-10,0,17.4,0.9684255319148937,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74,0.0,3,2,0.6,0.583,2024-04-10,0,16.6,0.8917826086956522,0.43388373911755823,-0.900968867902419,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,0.0,-2,1,0.438,0.533,2024-04-11,0,21.1,0.88628,-0.433883739117558,-0.9009688679024191,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,0.0,5,-8,0.667,0.25,2024-04-11,0,20.6,0.1505,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77,0.0,6,1,0.714,0.533,2024-04-11,0,20.8,0.5597560975609757,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,0.0,-6,-2,0.286,0.429,2024-04-11,0,20.1,0.4948085106382979,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79,0.0,4,1,0.625,0.538,2024-04-11,0,19.6,0.31521739130434784,-0.433883739117558,-0.9009688679024191,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
80,0.0,2,7,0.563,0.733,2024-04-12,0,25.5,0.9230769230769231,-0.9749279121818236,-0.2225209339563146,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,0.0,-3,0,0.412,0.5,2024-04-12,0,24.2,0.79664,-0.9749279121818236,-0.2225209339563146,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,0.0,2,-7,0.571,0.267,2024-04-12,0,24.2,0.5198823529411765,-0.9749279121818236,-0.2225209339563146,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,0.0,-1,6,0.467,0.688,2024-04-12,0,26.2,0.546,-0.9749279121818236,-0.2225209339563146,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,0.0,-9,3,0.235,0.588,2024-04-12,0,23.5,0.3456,-0.9749279121818236,-0.2225209339563146,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,0.0,1,8,0.529,0.75,2024-04-13,1,28.4,0.9230769230769231,-0.7818314824680299,0.6234898018587334,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,0.0,-4,1,0.389,0.529,2024-04-13,1,27.3,0.95,-0.7818314824680299,0.6234898018587334,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,0.0,3,-8,0.6,0.25,2024-04-13,1,27.3,0.8351176470588235,-0.7818314824680299,0.6234898018587334,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,0.0,-2,7,0.438,0.706,2024-04-13,1,28.4,1.0,-0.7818314824680299,0.6234898018587334,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89,0.0,-8,2,0.278,0.556,2024-04-13,1,26.3,0.69975,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,0.0,0,9,0.5,0.765,2024-04-14,1,29.3,0.9230769230769231,-2.4492935982947064e-16,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91,0.0,-3,0,0.421,0.5,2024-04-14,1,29.4,0.90344,-2.4492935982947064e-16,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,0.0,4,-9,0.625,0.235,2024-04-14,1,29.4,0.7254705882352941,-2.4492935982947064e-16,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93,0.0,-3,8,0.412,0.722,2024-04-14,1,28.2,0.861125,-2.4492935982947064e-16,1.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,0.0,-9,3,0.263,0.579,2024-04-14,1,27.9,0.564,-2.4492935982947064e-16,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,0.0,7,-1,0.684,0.474,2024-04-16,0,22.5,0.21172727272727274,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,2.3,4,10,0.6,0.778,2024-04-16,0,12.9,0.552695652173913,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97,2.3,5,-10,0.647,0.25,2024-04-16,0,17.9,0.16923529411764707,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
98,2.3,-1,-10,0.474,0.222,2024-04-16,0,17.9,0.6654,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,0.0,-2,-2,0.444,0.45,2024-04-16,0,23.6,0.3247083333333333,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,0.0,6,0,0.65,0.5,2024-04-17,0,21.8,0.45095454545454544,0.43388373911755823,-0.900968867902419,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101,0.0,5,9,0.619,0.737,2024-04-17,0,17.2,0.6983478260869566,0.43388373911755823,-0.900968867902419,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,0.0,6,-11,0.667,0.238,2024-04-17,0,21.8,0.19247058823529412,0.43388373911755823,-0.900968867902419,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103,0.0,0,-11,0.5,0.211,2024-04-17,0,21.8,0.66036,0.43388373911755823,-0.900968867902419,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
